Institute Name,Academic Program,Quota,Seat Type,Gender,Opening Rank,Closing Rank
"National Institute of
Technology
Karnataka, Surathkal","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,10933,32691
"National Institute of
Technology
Karnataka, Surathkal","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",29523,39258
"National Institute of
Technology
Karnataka, Surathkal","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,14301,22939
"National Institute of
Technology
Karnataka, Surathkal","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",27846,31390
"National Institute of
Technology
Karnataka, Surathkal","Computational and Data
Science (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,3437,4786
"National Institute of
Technology
Karnataka, Surathkal","Computational and Data
Science (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",7008,7008
"National Institute of
Technology
Karnataka, Surathkal","Computational and Data
Science (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,2299,3348
"National Institute of
Technology
Meghalaya","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,188231,188231
"National Institute of
Technology
Meghalaya","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",459245,459245
"National Institute of
Technology
Meghalaya","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,29518,36106
"National Institute of
Technology
Meghalaya","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",43307,43307
"National Institute of
Technology
Meghalaya","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,55668,102988
"National Institute of
Technology
Meghalaya","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",365786,365786
"National Institute of
Technology
Meghalaya","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,27786,29484
"National Institute of
Technology
Meghalaya","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",43057,43057
"National Institute of
Technology
Meghalaya","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,162491,162491
"National Institute of
Technology
Meghalaya","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",458027,458027
"National Institute of
Technology Patna","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,42153,46400
"National Institute of
Technology Patna","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",49493,58458
"National Institute of
Technology Patna","Civil Engineering with
Specialization in
Construction
Technology and
Management (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",HS,OPEN,Gender-Neutral,49139,49139
"National Institute of
Technology Patna","Civil Engineering with
Specialization in
Construction
Technology and
Management (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",HS,OPEN,"Female-only
(including
Supernumerary)",60312,60312
"National Institute of
Technology Patna","Civil Engineering with
Specialization in
Construction
Technology and
Management (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",OS,OPEN,Gender-Neutral,42114,42411
"National Institute of
Technology Patna","Civil Engineering with
Specialization in
Construction
Technology and
Management (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",OS,OPEN,"Female-only
(including
Supernumerary)",58957,58957
"National Institute of
Technology Patna","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,8776,18320
"National Institute of
Technology Patna","Computer Science and
Engineering with
Specialization in Data
Science (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",HS,OPEN,"Female-only
(including
Supernumerary)",38069,38069
"National Institute of
Technology Patna","Computer Science and
Engineering with
Specialization in Data
Science (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",OS,OPEN,Gender-Neutral,11908,15659
"National Institute of
Technology Patna","Computer Science and
Engineering with
Specialization in Data
Science (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",OS,OPEN,"Female-only
(including
Supernumerary)",23901,23901
"National Institute of
Technology Patna","Electrical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,26553,32823
"National Institute of
Technology Patna","Electrical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",40594,47916
"National Institute of
Technology Patna","Electrical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,22524,26872
"National Institute of
Technology Patna","Electrical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",34034,37159
"National Institute of
Technology Patna","Electrical Engineering
with Specialization In
Power System
Engineering (5 Years,
Bachelor and Master of
Technology (Dual
Degree))",HS,OPEN,Gender-Neutral,35581,36942
"National Institute of
Technology Patna","Mathematics and
Computing Technology
(5 Years, Bachelor and
Master of Technology
(Dual Degree))",HS,OPEN,Gender-Neutral,23529,23529
"National Institute of
Technology Patna","Mathematics and
Computing Technology
(5 Years, Bachelor and
Master of Technology
(Dual Degree))",HS,OPEN,"Female-only
(including
Supernumerary)",40217,40217
"National Institute of
Technology Patna","Mathematics and
Computing Technology
(5 Years, Bachelor and
Master of Technology
(Dual Degree))",OS,OPEN,Gender-Neutral,15362,15362
"National Institute of
Technology Patna","Mathematics and
Computing Technology
(5 Years, Bachelor and
Master of Technology
(Dual Degree))",OS,OPEN,"Female-only
(including
Supernumerary)",26231,26231
"National Institute of
Technology Patna","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,32089,42589
"National Institute of
Technology Patna","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",39769,58835
"National Institute of
Technology Patna","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,29366,36958
"National Institute of
Technology Patna","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",43090,48516
"National Institute of
Technology Patna","Mechanical Engineering
with Specialization in
Manufacturing and
Industrial Engineering (5
Years, Bachelor and
Master of Technology
(Dual Degree))",HS,OPEN,Gender-Neutral,43864,48315
"National Institute of
Technology Patna","Mechanical Engineering
with Specialization in
Manufacturing and
Industrial Engineering (5
Years, Bachelor and
Master of Technology
(Dual Degree))",HS,OPEN,"Female-only
(including
Supernumerary)",64005,64005
"National Institute of
Technology Patna","Mechanical Engineering
with Specialization in
Manufacturing and
Industrial Engineering (5
Years, Bachelor and
Master of Technology
(Dual Degree))",OS,OPEN,Gender-Neutral,37408,39044
"National Institute of
Technology Patna","Mechanical Engineering
with Specialization in
Manufacturing and
Industrial Engineering (5
Years, Bachelor and
Master of Technology
(Dual Degree))",OS,OPEN,"Female-only
(including
Supernumerary)",53845,53845
"National Institute of
Technology Patna","Mechatronics and
Automation Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,32615,40085
"National Institute of
Technology Patna","Mechatronics and
Automation Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",49479,49479
"National Institute of
Technology Patna","Mechatronics and
Automation Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,20681,24053
"National Institute of
Technology Patna","Mechatronics and
Automation Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",45543,45543
"National Institute of
Technology
Puducherry","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,138928,206045
"National Institute of
Technology
Puducherry","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",244840,257167
"National Institute of
Technology
Puducherry","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,44970,47854
"National Institute of
Technology
Puducherry","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",41684,44659
"National Institute of
Technology
Puducherry","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,27384,63717
"National Institute of
Technology
Puducherry","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",60539,71250
"National Institute of
Technology
Puducherry","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,6318,18515
"National Institute of
Technology
Puducherry","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",9484,18657
"National Institute of
Technology
Puducherry","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,102541,120719
"National Institute of
Technology
Puducherry","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",152553,195851
"National Institute of
Technology
Puducherry","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,20487,29032
"National Institute of
Technology
Puducherry","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",33318,37184
"National Institute of
Technology
Puducherry","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,50168,90244
"National Institute of
Technology Raipur","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,11194,21328
"National Institute of
Technology Raipur","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",20758,33617
"National Institute of
Technology Raipur","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,10323,13177
"National Institute of
Technology Raipur","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",16367,19455
"National Institute of
Technology Raipur","Electrical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,32187,44565
"National Institute of
Technology Raipur","Electrical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",51171,62262
"National Institute of
Technology Raipur","Electrical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,20355,26898
"National Institute of
Technology Raipur","Electrical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",28398,37242
"National Institute of
Technology Raipur","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,27680,35860
"National Institute of
Technology Raipur","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",48104,50840
"National Institute of
Technology Raipur","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,15698,18823
"National Institute of
Technology Raipur","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",24169,26938
"National Institute of
Technology Raipur","Information Technology
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,21427,27785
"National Institute of
Technology Raipur","Information Technology
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",35732,47018
"National Institute of
Technology Raipur","Information Technology
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,13256,16070
"National Institute of
Technology Raipur","Information Technology
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",20109,22715
"National Institute of
Technology Raipur","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,30103,55150
"National Institute of
Technology Raipur","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",63339,69123
"National Institute of
Technology Raipur","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,28086,35628
"National Institute of
Technology Raipur","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",39551,45711
"National Institute of
Technology Raipur","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,58711,76780
"National Institute of
Technology Raipur","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",88804,95943
"National Institute of
Technology Raipur","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,42536,49080
"National Institute of
Technology Raipur","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",53602,58540
"National Institute of
Technology Raipur","Mining Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,49174,82515
"National Institute of
Technology Raipur","Mining Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",96021,101515
"National Institute of
Technology Raipur","Mining Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,41692,51623
"National Institute of
Technology Raipur","Mining Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",60652,62417
